STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
2,Himachal Pradesh,2020-04-01T00:00:00Z,85900,8356,72570,80926,0.94209545983702
3,Punjab,2020-04-01T00:00:00Z,312045,21475,270110,291585,0.934432533769168
4,Chandigarh,2020-04-01T00:00:00Z,27102,2381,23599,25980,0.958600841266327
5,Uttarakhand,2020-04-01T00:00:00Z,131425,16526,103189,119715,0.910899752710672
6,Haryana,2020-04-01T00:00:00Z,423209,38552,350136,388688,0.918430373645173
7,Delhi,2020-04-01T00:00:00Z,750773,50872,593021,643893,0.857640058979212
8,Rajasthan,2020-04-01T00:00:00Z,551496,40057,477693,517750,0.938810072965171
9,Uttar Pradesh,2020-04-01T00:00:00Z,1152209,96701,955243,1051944,0.91298019716909
10,Bihar,2020-04-01T00:00:00Z,319318,26977,264698,291675,0.913431125085338
11,Sikkim,2020-04-01T00:00:00Z,7507,1112,5539,6651,0.885973091781004
12,Arunachal Pradesh,2020-04-01T00:00:00Z,12439,1318,8217,9535,0.766540718707292
13,Nagaland,2020-04-01T00:00:00Z,6695,924,4682,5606,0.837341299477222
14,Manipur,2020-04-01T00:00:00Z,10507,722,7179,7901,0.751974873893595
15,Mizoram,2020-04-01T00:00:00Z,6220,1314,3474,4788,0.769774919614148
16,Tripura,2020-04-01T00:00:00Z,24177,2820,18479,21299,0.880961244157671
17,Meghalaya,2020-04-01T00:00:00Z,26610,4535,16263,20798,0.781585869973694
18,Assam,2020-04-01T00:00:00Z,145681,14258,115114,129372,0.888049917285027
19,West Bengal,2020-04-01T00:00:00Z,611179,44424,501072,545496,0.892530666138725
20,Jharkhand,2020-04-01T00:00:00Z,143479,14433,121746,136179,0.949121474222709
21,Odisha,2020-04-01T00:00:00Z,222881,29275,183065,212340,0.952705703940668
22,Chhattisgarh,2020-04-01T00:00:00Z,106914,9658,91664,101322,0.947696279252483
23,Madhya Pradesh,2020-04-01T00:00:00Z,351098,25016,317959,342975,0.976864009478835
24,Gujarat,2020-04-01T00:00:00Z,892394,37821,808042,845863,0.947858233022634
25,Daman and Diu,2020-04-01T00:00:00Z,5839,453,4986,5439,0.931495119027231
26,Dadra and Nagar Haveli,2020-04-01T00:00:00Z,8243,686,7003,7689,0.932791459420114
27,Maharashtra,2020-04-01T00:00:00Z,1379682,71615,1190163,1261778,0.914542626489292
29,Karnataka,2020-04-01T00:00:00Z,733840,99660,576500,676160,0.921399760165704
30,Goa,2020-04-01T00:00:00Z,36015,4252,25858,30110,0.836040538664445
31,Lakshadweep,2020-04-01T00:00:00Z,261,27,174,201,0.770114942528736
32,Kerala,2020-04-01T00:00:00Z,303568,23755,254678,278433,0.917201417804248
33,Tamil Nadu,2020-04-01T00:00:00Z,875836,90182,721460,811642,0.926705456272636
34,Puducherry,2020-04-01T00:00:00Z,19650,2834,14855,17689,0.900203562340967
35,Andaman and Nicobar Islands,2020-04-01T00:00:00Z,3851,149,3376,3525,0.915346663204363
36,Telangana,2020-04-01T00:00:00Z,357349,41912,260699,302611,0.846822014333327
37,Andhra Pradesh,2020-04-01T00:00:00Z,282611,30367,221878,252245,0.892551953037921
38,Ladakh,2020-04-01T00:00:00Z,2817,825,2068,2893,1.02697905573305
97,Other Territory,2020-04-01T00:00:00Z,81,10,57,67,0.827160493827161
1,Jammu and Kashmir,2020-05-01T00:00:00Z,83081,20447,58727,79174,0.952973604073134
2,Himachal Pradesh,2020-05-01T00:00:00Z,85444,23354,57582,80936,0.94724029773887
3,Punjab,2020-05-01T00:00:00Z,311421,79839,211653,291492,0.936006242353599
4,Chandigarh,2020-05-01T00:00:00Z,26687,7124,18794,25918,0.971184471840222
5,Uttarakhand,2020-05-01T00:00:00Z,130423,36716,83235,119951,0.919707413569692
6,Haryana,2020-05-01T00:00:00Z,421109,110504,278549,389053,0.923877190941063
7,Delhi,2020-05-01T00:00:00Z,738386,157544,484649,642193,0.869725319819173
8,Rajasthan,2020-05-01T00:00:00Z,550123,147042,371894,518936,0.943309041796107
9,Uttar Pradesh,2020-05-01T00:00:00Z,1134246,296243,754251,1050494,0.926160638873754
10,Bihar,2020-05-01T00:00:00Z,318723,74079,219256,293335,0.920344625270219
11,Sikkim,2020-05-01T00:00:00Z,7513,1952,4710,6662,0.886729668574471
12,Arunachal Pradesh,2020-05-01T00:00:00Z,11980,2024,7491,9515,0.79424040066778
13,Nagaland,2020-05-01T00:00:00Z,6654,1406,4199,5605,0.842350465885182
14,Manipur,2020-05-01T00:00:00Z,10513,1321,6555,7876,0.749167697136878
15,Mizoram,2020-05-01T00:00:00Z,6236,1701,3104,4805,0.770525978191148
16,Tripura,2020-05-01T00:00:00Z,24098,6553,14748,21301,0.883932276537472
17,Meghalaya,2020-05-01T00:00:00Z,26470,8702,12047,20749,0.783868530411787
18,Assam,2020-05-01T00:00:00Z,145010,31312,98033,129345,0.89197296738156
19,West Bengal,2020-05-01T00:00:00Z,606429,144542,399789,544331,0.897600543509628
20,Jharkhand,2020-05-01T00:00:00Z,143225,37002,99261,136263,0.951391167743062
21,Odisha,2020-05-01T00:00:00Z,223846,61478,151594,213072,0.951868695442402
22,Chhattisgarh,2020-05-01T00:00:00Z,106827,20125,81381,101506,0.950190494912335
23,Madhya Pradesh,2020-05-01T00:00:00Z,350849,73096,270137,343233,0.978292655814895
24,Gujarat,2020-05-01T00:00:00Z,888497,206979,639051,846030,0.952203552741315
25,Daman and Diu,2020-05-01T00:00:00Z,5819,1228,4200,5428,0.932806324110672
26,Dadra and Nagar Haveli,2020-05-01T00:00:00Z,8217,1726,5955,7681,0.934769380552513
27,Maharashtra,2020-05-01T00:00:00Z,1370063,206895,1054849,1261744,0.920938672163251
29,Karnataka,2020-05-01T00:00:00Z,729493,203693,474042,677735,0.929049353455071
30,Goa,2020-05-01T00:00:00Z,35551,7270,22886,30156,0.84824618154201
31,Lakshadweep,2020-05-01T00:00:00Z,261,44,156,200,0.766283524904215
32,Kerala,2020-05-01T00:00:00Z,301693,52624,226092,278716,0.92383979740995
33,Tamil Nadu,2020-05-01T00:00:00Z,872102,211651,600955,812606,0.931778622225382
34,Puducherry,2020-05-01T00:00:00Z,19392,4800,12811,17611,0.90815800330033
35,Andaman and Nicobar Islands,2020-05-01T00:00:00Z,3844,651,2865,3516,0.914672216441207
36,Telangana,2020-05-01T00:00:00Z,355488,84632,218340,302972,0.852270681429472
37,Andhra Pradesh,2020-05-01T00:00:00Z,279976,70507,181802,252309,0.901180815498471
38,Ladakh,2020-05-01T00:00:00Z,3040,690,2225,2915,0.958881578947369
97,Other Territory,2020-05-01T00:00:00Z,81,16,51,67,0.827160493827161
1,Jammu and Kashmir,2020-06-01T00:00:00Z,83835,27415,52824,80239,0.957106220552275
2,Himachal Pradesh,2020-06-01T00:00:00Z,85305,33677,47911,81588,0.956426938631968
3,Punjab,2020-06-01T00:00:00Z,312776,127403,165091,292494,0.935154871217741
4,Chandigarh,2020-06-01T00:00:00Z,26720,12309,13586,25895,0.969124251497006
5,Uttarakhand,2020-06-01T00:00:00Z,130093,46924,74174,121098,0.930857156034529
6,Haryana,2020-06-01T00:00:00Z,424733,164373,227329,391702,0.922231142859161
7,Delhi,2020-06-01T00:00:00Z,735720,241681,403652,645333,0.877144837709998
8,Rajasthan,2020-06-01T00:00:00Z,556868,213082,312422,525504,0.943677855434322
9,Uttar Pradesh,2020-06-01T00:00:00Z,1134575,408655,647145,1055800,0.930568715157658
10,Bihar,2020-06-01T00:00:00Z,326795,72696,226786,299482,0.916421609877752
11,Sikkim,2020-06-01T00:00:00Z,7574,2307,4404,6711,0.886057565355162
12,Arunachal Pradesh,2020-06-01T00:00:00Z,12071,2464,7095,9559,0.791897937204871
13,Nagaland,2020-06-01T00:00:00Z,6636,1894,3730,5624,0.847498493068113
14,Manipur,2020-06-01T00:00:00Z,10608,2268,5658,7926,0.747171945701358
15,Mizoram,2020-06-01T00:00:00Z,6293,2181,2653,4834,0.768155092960432
16,Tripura,2020-06-01T00:00:00Z,24301,8288,13167,21455,0.88288547796387
17,Meghalaya,2020-06-01T00:00:00Z,25760,9083,11601,20684,0.802950310559006
18,Assam,2020-06-01T00:00:00Z,146684,32596,97934,130530,0.889872106023834
19,West Bengal,2020-06-01T00:00:00Z,606073,185650,359381,545031,0.899282759667565
20,Jharkhand,2020-06-01T00:00:00Z,144577,48201,89063,137264,0.949417957213111
21,Odisha,2020-06-01T00:00:00Z,227236,66911,148627,215538,0.948520480909715
22,Chhattisgarh,2020-06-01T00:00:00Z,107995,34895,67595,102490,0.949025417843419
23,Madhya Pradesh,2020-06-01T00:00:00Z,353115,119678,225943,345621,0.978777452104838
24,Gujarat,2020-06-01T00:00:00Z,888717,396063,454169,850232,0.956696001089211
25,Daman and Diu,2020-06-01T00:00:00Z,5809,2565,2844,5409,0.931141332415218
26,Dadra and Nagar Haveli,2020-06-01T00:00:00Z,8277,3434,4320,7754,0.936812854899118
27,Maharashtra,2020-06-01T00:00:00Z,1376699,357757,909472,1267229,0.920483707767638
29,Karnataka,2020-06-01T00:00:00Z,737436,237400,446458,683858,0.92734555947906
30,Goa,2020-06-01T00:00:00Z,35630,10369,19950,30319,0.850940218916643
31,Lakshadweep,2020-06-01T00:00:00Z,266,67,138,205,0.770676691729323
32,Kerala,2020-06-01T00:00:00Z,303033,73185,207432,280617,0.926027858352061
33,Tamil Nadu,2020-06-01T00:00:00Z,879453,288086,529616,817702,0.929784763938494
34,Puducherry,2020-06-01T00:00:00Z,19399,6955,10776,17731,0.914016186401361
35,Andaman and Nicobar Islands,2020-06-01T00:00:00Z,3825,1058,2484,3542,0.926013071895425
36,Telangana,2020-06-01T00:00:00Z,358237,116669,188384,305053,0.851539623210333
37,Andhra Pradesh,2020-06-01T00:00:00Z,281786,91865,162228,254093,0.901723293563201
38,Ladakh,2020-06-01T00:00:00Z,3108,1133,1824,2957,0.951415701415701
97,Other Territory,2020-06-01T00:00:00Z,81,44,23,67,0.827160493827161
1,Jammu and Kashmir,2020-07-01T00:00:00Z,86377,27314,53971,81285,0.941049121872721
2,Himachal Pradesh,2020-07-01T00:00:00Z,86772,35023,47598,82621,0.95216198773798
3,Punjab,2020-07-01T00:00:00Z,313307,134638,160583,295221,0.942273871953068
4,Chandigarh,2020-07-01T00:00:00Z,26875,12748,13177,25925,0.964651162790698
5,Uttarakhand,2020-07-01T00:00:00Z,132671,51090,72101,123191,0.928545047523573
6,Haryana,2020-07-01T00:00:00Z,432397,177198,219445,396643,0.917312099760174
7,Delhi,2020-07-01T00:00:00Z,744442,260242,390108,650350,0.873607346173376
8,Rajasthan,2020-07-01T00:00:00Z,565483,230484,303720,534204,0.94468622398905
9,Uttar Pradesh,2020-07-01T00:00:00Z,1163634,440961,637340,1078301,0.926666804166946
10,Bihar,2020-07-01T00:00:00Z,336400,84592,220381,304973,0.906578478002378
11,Sikkim,2020-07-01T00:00:00Z,7650,2480,4274,6754,0.882875816993464
12,Arunachal Pradesh,2020-07-01T00:00:00Z,12276,2794,6850,9644,0.785597914630173
13,Nagaland,2020-07-01T00:00:00Z,6730,1759,3925,5684,0.844576523031204
14,Manipur,2020-07-01T00:00:00Z,10870,1660,6389,8049,0.740478380864765
15,Mizoram,2020-07-01T00:00:00Z,6429,1732,3177,4909,0.763571317467724
16,Tripura,2020-07-01T00:00:00Z,24725,8649,13116,21765,0.880283114256825
17,Meghalaya,2020-07-01T00:00:00Z,25696,9066,11871,20937,0.814796077210461
18,Assam,2020-07-01T00:00:00Z,151002,37041,96026,133067,0.881226738718693
19,West Bengal,2020-07-01T00:00:00Z,610188,189699,358912,548611,0.899085199971156
20,Jharkhand,2020-07-01T00:00:00Z,147922,50964,88474,139438,0.942645448276795
21,Odisha,2020-07-01T00:00:00Z,232779,72021,146388,218409,0.938267627234416
22,Chhattisgarh,2020-07-01T00:00:00Z,110315,34826,69303,104129,0.943924217014912
23,Madhya Pradesh,2020-07-01T00:00:00Z,360296,132558,217435,349993,0.971404067766503
24,Gujarat,2020-07-01T00:00:00Z,899174,433675,425207,858882,0.955189985475559
25,Daman and Diu,2020-07-01T00:00:00Z,5794,2307,3063,5370,0.926820849154298
26,Dadra and Nagar Haveli,2020-07-01T00:00:00Z,13062,3735,4068,7803,0.597381717960496
27,Maharashtra,2020-07-01T00:00:00Z,1386159,417917,856666,1274583,0.919507069535313
29,Karnataka,2020-07-01T00:00:00Z,746987,297116,392099,689215,0.922659965969957
30,Goa,2020-07-01T00:00:00Z,35883,11013,19430,30443,0.848396176462392
31,Lakshadweep,2020-07-01T00:00:00Z,273,67,141,208,0.761904761904762
32,Kerala,2020-07-01T00:00:00Z,305881,81296,201442,282738,0.924339857657063
33,Tamil Nadu,2020-07-01T00:00:00Z,900135,335465,493683,829148,0.921137384947813
34,Puducherry,2020-07-01T00:00:00Z,19794,6957,11005,17962,0.907446701020511
35,Andaman and Nicobar Islands,2020-07-01T00:00:00Z,3845,576,2978,3554,0.924317295188557
36,Telangana,2020-07-01T00:00:00Z,364550,117058,191937,308995,0.847606638321218
37,Andhra Pradesh,2020-07-01T00:00:00Z,285895,94592,161872,256464,0.897056611693104
38,Ladakh,2020-07-01T00:00:00Z,3245,1184,1897,3081,0.949460708782743
97,Other Territory,2020-07-01T00:00:00Z,82,51,17,68,0.829268292682927
1,Jammu and Kashmir,2020-08-01T00:00:00Z,87783,45076,36859,81935,0.933381178588109
2,Himachal Pradesh,2020-08-01T00:00:00Z,88104,51906,31742,83648,0.949423408698811
3,Punjab,2020-08-01T00:00:00Z,316396,181512,116001,297513,0.94031846167461
4,Chandigarh,2020-08-01T00:00:00Z,26954,16450,9593,26043,0.966201676931068
5,Uttarakhand,2020-08-01T00:00:00Z,135332,73229,51627,124856,0.922590370348476
6,Haryana,2020-08-01T00:00:00Z,439116,245256,158020,403276,0.918381475509888
7,Delhi,2020-08-01T00:00:00Z,756644,382047,276795,658842,0.87074238347228
8,Rajasthan,2020-08-01T00:00:00Z,572250,330813,209855,540668,0.944810834425513
9,Uttar Pradesh,2020-08-01T00:00:00Z,1186115,681257,412799,1094056,0.92238610927271
10,Bihar,2020-08-01T00:00:00Z,343478,158518,151010,309528,0.901158152778344
11,Sikkim,2020-08-01T00:00:00Z,7695,3248,3522,6770,0.879792072774529
12,Arunachal Pradesh,2020-08-01T00:00:00Z,12473,4103,5659,9762,0.78265052513429
13,Nagaland,2020-08-01T00:00:00Z,6785,2722,3018,5740,0.845983787767133
14,Manipur,2020-08-01T00:00:00Z,11132,3026,5122,8148,0.731943945382681
15,Mizoram,2020-08-01T00:00:00Z,6586,2849,2123,4972,0.75493470999089
16,Tripura,2020-08-01T00:00:00Z,25089,13197,8809,22006,0.877117461835864
17,Meghalaya,2020-08-01T00:00:00Z,25913,13486,7586,21072,0.813182572453981
18,Assam,2020-08-01T00:00:00Z,153079,61053,73901,134954,0.881597083858661
19,West Bengal,2020-08-01T00:00:00Z,613926,310788,240194,550982,0.897472985343511
20,Jharkhand,2020-08-01T00:00:00Z,150500,78655,62350,141005,0.936910299003322
21,Odisha,2020-08-01T00:00:00Z,236990,123443,97413,220856,0.931921178108781
22,Chhattisgarh,2020-08-01T00:00:00Z,111481,47133,58133,105266,0.9442505897866
23,Madhya Pradesh,2020-08-01T00:00:00Z,365792,195704,157687,353391,0.966098219753303
24,Gujarat,2020-08-01T00:00:00Z,909355,586440,280819,867259,0.953707847870194
25,Daman and Diu,2020-08-01T00:00:00Z,,,,3,
26,Dadra and Nagar Haveli,2020-08-01T00:00:00Z,14257,7079,6117,13196,0.925580416637441
27,Maharashtra,2020-08-01T00:00:00Z,1395892,620883,662907,1283790,0.919691494757474
29,Karnataka,2020-08-01T00:00:00Z,758127,427206,268363,695569,0.917483482318925
30,Goa,2020-08-01T00:00:00Z,36112,15141,15470,30611,0.847668365086398
31,Lakshadweep,2020-08-01T00:00:00Z,282,90,127,217,0.769503546099291
32,Kerala,2020-08-01T00:00:00Z,309941,123817,162262,286079,0.923011153735711
33,Tamil Nadu,2020-08-01T00:00:00Z,916182,504046,332918,836964,0.913534647046111
34,Puducherry,2020-08-01T00:00:00Z,20052,10081,8036,18117,0.903500897666068
35,Andaman and Nicobar Islands,2020-08-01T00:00:00Z,3856,1190,2362,3552,0.921161825726141
36,Telangana,2020-08-01T00:00:00Z,368236,171317,140582,311899,0.847008440239412
37,Andhra Pradesh,2020-08-01T00:00:00Z,289101,151173,106832,258005,0.892438974614408
38,Ladakh,2020-08-01T00:00:00Z,3370,1613,1582,3195,0.948071216617211
97,Other Territory,2020-08-01T00:00:00Z,82,54,13,67,0.817073170731707
1,Jammu and Kashmir,2020-09-01T00:00:00Z,88382,57872,24416,82288,0.931049308682764
2,Himachal Pradesh,2020-09-01T00:00:00Z,89380,64989,19511,84500,0.945401655851421
3,Punjab,2020-09-01T00:00:00Z,318929,239265,59997,299262,0.938334237400801
4,Chandigarh,2020-09-01T00:00:00Z,27174,19801,6316,26117,0.961102524471922
5,Uttarakhand,2020-09-01T00:00:00Z,138271,92621,33717,126338,0.913698461716484
6,Haryana,2020-09-01T00:00:00Z,444211,299318,107851,407169,0.91661170029558
7,Delhi,2020-09-01T00:00:00Z,764172,477432,186656,664088,0.869029485508498
8,Rajasthan,2020-09-01T00:00:00Z,582052,418470,129210,547680,0.94094685698185
