STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
16,Tripura,2018-03-01T00:00:00Z,17562,8747,7075,15822,0.900922446190639
17,Meghalaya,2018-03-01T00:00:00Z,16327,7153,6832,13985,0.85655662399706
18,Assam,2018-03-01T00:00:00Z,122022,44666,57295,101961,0.835595220534002
19,West Bengal,2018-03-01T00:00:00Z,472982,298307,144993,443300,0.93724496915316
20,Jharkhand,2018-03-01T00:00:00Z,117217,66374,41901,108275,0.923714137027906
21,Odisha,2018-03-01T00:00:00Z,183516,96060,66205,162265,0.884200832624948
22,Chhattisgarh,2018-03-01T00:00:00Z,94349,43008,42491,85499,0.906199323787216
23,Madhya Pradesh,2018-03-01T00:00:00Z,304929,168076,114415,282491,0.926415657415333
24,Gujarat,2018-03-01T00:00:00Z,733311,516484,199492,715976,0.976360643710513
25,Daman and Diu,2018-03-01T00:00:00Z,5460,3309,1895,5204,0.953113553113553
26,Dadra and Nagar Haveli,2018-03-01T00:00:00Z,7150,4294,2418,6712,0.938741258741259
27,Maharashtra,2018-03-01T00:00:00Z,1148243,730896,377845,1108741,0.965597874317544
29,Karnataka,2018-03-01T00:00:00Z,590015,372103,175668,547771,0.928401820292705
30,Goa,2018-03-01T00:00:00Z,27578,15496,10222,25718,0.93255493509319
31,Lakshadweep,2018-03-01T00:00:00Z,265,63,109,172,0.649056603773585
32,Kerala,2018-03-01T00:00:00Z,245761,130090,108286,238376,0.969950480344725
33,Tamil Nadu,2018-03-01T00:00:00Z,750910,453857,230694,684551,0.911628557350415
34,Puducherry,2018-03-01T00:00:00Z,16887,10322,5920,16242,0.961804938710251
35,Andaman and Nicobar Islands,2018-03-01T00:00:00Z,4246,953,2416,3369,0.793452661328309
36,Telangana,2018-03-01T00:00:00Z,259182,140387,94045,234432,0.904507257448434
37,Andhra Pradesh,2018-03-01T00:00:00Z,226630,128969,81526,210495,0.928804659577285
38,Ladakh,2018-03-01T00:00:00Z,,,,0,
97,Other Territory,2018-03-01T00:00:00Z,49,26,17,43,0.877551020408163
1,Jammu and Kashmir,2018-04-01T00:00:00Z,72923,25835,41988,67823,0.930063217366263
2,Himachal Pradesh,2018-04-01T00:00:00Z,69050,31904,33356,65260,0.945112237509051
3,Punjab,2018-04-01T00:00:00Z,272274,114352,142856,257208,0.944666034950087
4,Chandigarh,2018-04-01T00:00:00Z,26258,11339,12984,24323,0.926308172747353
5,Uttarakhand,2018-04-01T00:00:00Z,111971,43545,54915,98460,0.879334827767904
6,Haryana,2018-04-01T00:00:00Z,360761,154097,177451,331548,0.919023952145603
7,Delhi,2018-04-01T00:00:00Z,623319,217422,345200,562622,0.902622894537147
8,Rajasthan,2018-04-01T00:00:00Z,468999,197238,242291,439529,0.937164045125896
9,Uttar Pradesh,2018-04-01T00:00:00Z,942586,450409,416723,867132,0.919950009866474
10,Bihar,2018-04-01T00:00:00Z,240037,80364,135926,216290,0.901069418464653
11,Sikkim,2018-04-01T00:00:00Z,4627,1580,2744,4324,0.934514804408904
12,Arunachal Pradesh,2018-04-01T00:00:00Z,8478,1756,5303,7059,0.832625619249823
13,Nagaland,2018-04-01T00:00:00Z,5114,888,3324,4212,0.823621431364881
14,Manipur,2018-04-01T00:00:00Z,8990,1670,5205,6875,0.764738598442714
15,Mizoram,2018-04-01T00:00:00Z,4276,1306,2138,3444,0.805425631431244
16,Tripura,2018-04-01T00:00:00Z,17899,7031,9174,16205,0.90535784122018
17,Meghalaya,2018-04-01T00:00:00Z,17088,6082,8480,14562,0.852176966292135
18,Assam,2018-04-01T00:00:00Z,126325,28557,75947,104504,0.827263012072037
19,West Bengal,2018-04-01T00:00:00Z,480142,213214,238628,451842,0.941059103348593
20,Jharkhand,2018-04-01T00:00:00Z,120029,41166,69304,110470,0.920360912779412
21,Odisha,2018-04-01T00:00:00Z,186559,75404,90367,165771,0.888571443886384
22,Chhattisgarh,2018-04-01T00:00:00Z,94342,25807,60649,86456,0.916410506455237
23,Madhya Pradesh,2018-04-01T00:00:00Z,307116,104736,182282,287018,0.934558928873781
24,Gujarat,2018-04-01T00:00:00Z,763767,321428,401523,722951,0.946559618312915
25,Daman and Diu,2018-04-01T00:00:00Z,5554,2005,3195,5200,0.936262153402953
26,Dadra and Nagar Haveli,2018-04-01T00:00:00Z,7237,2472,4302,6774,0.936023214038966
27,Maharashtra,2018-04-01T00:00:00Z,1232934,482101,635145,1117246,0.906168537813054
29,Karnataka,2018-04-01T00:00:00Z,617485,195567,356665,552232,0.894324558491299
30,Goa,2018-04-01T00:00:00Z,27947,9495,16288,25783,0.922567717465202
31,Lakshadweep,2018-04-01T00:00:00Z,269,32,141,173,0.643122676579926
32,Kerala,2018-04-01T00:00:00Z,252153,84905,154100,239005,0.947857055041979
33,Tamil Nadu,2018-04-01T00:00:00Z,812490,305086,385633,690719,0.850126155398836
34,Puducherry,2018-04-01T00:00:00Z,18797,6729,9635,16364,0.870564451774219
35,Andaman and Nicobar Islands,2018-04-01T00:00:00Z,4376,648,2733,3381,0.772623400365631
36,Telangana,2018-04-01T00:00:00Z,265527,92872,145427,238299,0.897456755810144
37,Andhra Pradesh,2018-04-01T00:00:00Z,240045,93259,119202,212461,0.885088212626799
38,Ladakh,2018-04-01T00:00:00Z,,,,0,
97,Other Territory,2018-04-01T00:00:00Z,54,17,29,46,0.851851851851852
1,Jammu and Kashmir,2018-05-01T00:00:00Z,75470,44513,24979,69492,0.92078971776865
2,Himachal Pradesh,2018-05-01T00:00:00Z,72862,48591,18815,67406,0.925118717575691
3,Punjab,2018-05-01T00:00:00Z,280783,217583,43641,261224,0.930341224361874
4,Chandigarh,2018-05-01T00:00:00Z,27036,19415,5287,24702,0.913670661340435
5,Uttarakhand,2018-05-01T00:00:00Z,115537,66131,34576,100707,0.871642850342315
6,Haryana,2018-05-01T00:00:00Z,372922,254189,84734,338923,0.908830801079046
7,Delhi,2018-05-01T00:00:00Z,639783,403765,167929,571694,0.893574852723502
8,Rajasthan,2018-05-01T00:00:00Z,489282,324757,123081,447838,0.915296291300314
9,Uttar Pradesh,2018-05-01T00:00:00Z,980551,674423,214859,889282,0.906920700708071
10,Bihar,2018-05-01T00:00:00Z,252071,134502,87807,222309,0.88193009112512
11,Sikkim,2018-05-01T00:00:00Z,4804,2588,1879,4467,0.92985012489592
12,Arunachal Pradesh,2018-05-01T00:00:00Z,8658,2591,4651,7242,0.836451836451836
13,Nagaland,2018-05-01T00:00:00Z,5254,1746,2621,4367,0.831176246669204
14,Manipur,2018-05-01T00:00:00Z,9148,3028,4032,7060,0.771753388718846
15,Mizoram,2018-05-01T00:00:00Z,4461,1870,1673,3543,0.794216543375925
16,Tripura,2018-05-01T00:00:00Z,18755,10424,6388,16812,0.896400959744068
17,Meghalaya,2018-05-01T00:00:00Z,18578,9011,6869,15880,0.854774464420282
18,Assam,2018-05-01T00:00:00Z,130935,54797,52708,107505,0.821056249283996
19,West Bengal,2018-05-01T00:00:00Z,500010,321596,139566,461162,0.922305553888922
20,Jharkhand,2018-05-01T00:00:00Z,124262,72001,41010,113011,0.909457436706314
21,Odisha,2018-05-01T00:00:00Z,195689,105290,64620,169910,0.868265462034146
22,Chhattisgarh,2018-05-01T00:00:00Z,98062,49453,38288,87741,0.894750260039567
23,Madhya Pradesh,2018-05-01T00:00:00Z,319200,193818,98424,292242,0.915545112781955
24,Gujarat,2018-05-01T00:00:00Z,790674,565218,169961,735179,0.929813045578835
25,Daman and Diu,2018-05-01T00:00:00Z,5631,3544,1717,5261,0.934292310424436
26,Dadra and Nagar Haveli,2018-05-01T00:00:00Z,7379,4494,2365,6859,0.929529746578127
27,Maharashtra,2018-05-01T00:00:00Z,1268548,771718,364099,1135817,0.895367774810256
29,Karnataka,2018-05-01T00:00:00Z,636289,395763,165020,560783,0.881333796435268
30,Goa,2018-05-01T00:00:00Z,28752,16053,10110,26163,0.90995409015025
31,Lakshadweep,2018-05-01T00:00:00Z,272,59,115,174,0.639705882352941
32,Kerala,2018-05-01T00:00:00Z,258924,150374,92843,243217,0.939337411750166
33,Tamil Nadu,2018-05-01T00:00:00Z,835051,490520,210945,701465,0.840026537301315
34,Puducherry,2018-05-01T00:00:00Z,19351,11037,5581,16618,0.858766988786109
35,Andaman and Nicobar Islands,2018-05-01T00:00:00Z,4455,1067,2356,3423,0.768350168350168
36,Telangana,2018-05-01T00:00:00Z,275203,150189,93143,243332,0.884190942685945
37,Andhra Pradesh,2018-05-01T00:00:00Z,247611,150291,65546,215837,0.871677752603883
38,Ladakh,2018-05-01T00:00:00Z,,,,0,
97,Other Territory,2018-05-01T00:00:00Z,56,31,16,47,0.839285714285714
1,Jammu and Kashmir,2018-06-01T00:00:00Z,77492,45901,24671,70572,0.910700459402261
2,Himachal Pradesh,2018-06-01T00:00:00Z,75206,48706,20108,68814,0.915006781373827
3,Punjab,2018-06-01T00:00:00Z,284602,215329,48749,264078,0.927885257306695
4,Chandigarh,2018-06-01T00:00:00Z,27243,19508,5465,24973,0.916675843335903
5,Uttarakhand,2018-06-01T00:00:00Z,118806,67038,35438,102476,0.862549029510294
6,Haryana,2018-06-01T00:00:00Z,381930,254451,89752,344203,0.90122011886995
7,Delhi,2018-06-01T00:00:00Z,653936,404902,174489,579391,0.886005664162854
8,Rajasthan,2018-06-01T00:00:00Z,500417,323793,130661,454454,0.9081506023976
9,Uttar Pradesh,2018-06-01T00:00:00Z,1006440,680700,222969,903669,0.897886610230118
10,Bihar,2018-06-01T00:00:00Z,260084,137946,88626,226572,0.871149320988604
11,Sikkim,2018-06-01T00:00:00Z,5002,2697,1883,4580,0.915633746501399
12,Arunachal Pradesh,2018-06-01T00:00:00Z,9000,2698,4683,7381,0.820111111111111
13,Nagaland,2018-06-01T00:00:00Z,5450,1834,2619,4453,0.817064220183486
14,Manipur,2018-06-01T00:00:00Z,9439,2891,4285,7176,0.760250026485857
15,Mizoram,2018-06-01T00:00:00Z,4577,1926,1678,3604,0.787415337557352
16,Tripura,2018-06-01T00:00:00Z,19474,10932,6355,17287,0.887696415733799
17,Meghalaya,2018-06-01T00:00:00Z,20216,10247,6857,17104,0.846062524732885
18,Assam,2018-06-01T00:00:00Z,136177,56914,53029,109943,0.807353664715774
19,West Bengal,2018-06-01T00:00:00Z,511502,332871,135587,468458,0.915847836372096
20,Jharkhand,2018-06-01T00:00:00Z,127212,73289,41461,114750,0.90203754362796
21,Odisha,2018-06-01T00:00:00Z,200801,107707,65224,172931,0.861205870488693
22,Chhattisgarh,2018-06-01T00:00:00Z,98284,50933,38132,89065,0.906200398844166
23,Madhya Pradesh,2018-06-01T00:00:00Z,322204,196216,100013,296229,0.919383372025177
24,Gujarat,2018-06-01T00:00:00Z,801034,563877,180397,744274,0.929141584502031
25,Daman and Diu,2018-06-01T00:00:00Z,5679,3499,1803,5302,0.933615073076246
26,Dadra and Nagar Haveli,2018-06-01T00:00:00Z,7494,4551,2380,6931,0.924873231918868
27,Maharashtra,2018-06-01T00:00:00Z,1291465,783942,366188,1150130,0.890562268431587
29,Karnataka,2018-06-01T00:00:00Z,650458,402115,166900,569015,0.874791300898751
30,Goa,2018-06-01T00:00:00Z,29346,16448,10056,26504,0.903155455598719
31,Lakshadweep,2018-06-01T00:00:00Z,277,60,115,175,0.631768953068592
32,Kerala,2018-06-01T00:00:00Z,263762,150902,95387,246289,0.933754672773182
33,Tamil Nadu,2018-06-01T00:00:00Z,852643,498870,210855,709725,0.832382368705308
34,Puducherry,2018-06-01T00:00:00Z,19723,11294,5457,16751,0.849312984840035
35,Andaman and Nicobar Islands,2018-06-01T00:00:00Z,4559,1207,2247,3454,0.757622285588945
36,Telangana,2018-06-01T00:00:00Z,282140,152268,95378,247646,0.877741546749841
37,Andhra Pradesh,2018-06-01T00:00:00Z,252576,151822,66760,218582,0.865410807044216
38,Ladakh,2018-06-01T00:00:00Z,,,,0,
97,Other Territory,2018-06-01T00:00:00Z,60,39,12,51,0.85
1,Jammu and Kashmir,2018-07-01T00:00:00Z,78995,49998,21808,71806,0.908994240141781
2,Himachal Pradesh,2018-07-01T00:00:00Z,76985,54820,15477,70297,0.913125933623433
3,Punjab,2018-07-01T00:00:00Z,287287,232762,33917,266679,0.928266855096123
4,Chandigarh,2018-07-01T00:00:00Z,27105,21142,3990,25132,0.927209002029146
5,Uttarakhand,2018-07-01T00:00:00Z,120793,75202,28772,103974,0.860761799110876
6,Haryana,2018-07-01T00:00:00Z,389114,280221,68337,348558,0.895773475125542
7,Delhi,2018-07-01T00:00:00Z,665507,446459,138738,585197,0.879325085987075
8,Rajasthan,2018-07-01T00:00:00Z,507666,359076,100267,459343,0.904813400936836
9,Uttar Pradesh,2018-07-01T00:00:00Z,1025384,742098,174891,916989,0.894288383668948
10,Bihar,2018-07-01T00:00:00Z,266099,158675,72493,231168,0.868729307513369
11,Sikkim,2018-07-01T00:00:00Z,5165,3182,1526,4708,0.911519845111326
12,Arunachal Pradesh,2018-07-01T00:00:00Z,9200,3260,4247,7507,0.815978260869565
13,Nagaland,2018-07-01T00:00:00Z,5613,2278,2291,4569,0.814003206841261
14,Manipur,2018-07-01T00:00:00Z,9686,4264,3037,7301,0.753768325418129
15,Mizoram,2018-07-01T00:00:00Z,4676,2202,1462,3664,0.783575705731394
16,Tripura,2018-07-01T00:00:00Z,20054,12784,5037,17821,0.888650643263189
17,Meghalaya,2018-07-01T00:00:00Z,21462,12237,5904,18141,0.845261392228124
18,Assam,2018-07-01T00:00:00Z,139635,66948,45384,112332,0.804468793640563
19,West Bengal,2018-07-01T00:00:00Z,521022,364490,111780,476270,0.914107273781146
20,Jharkhand,2018-07-01T00:00:00Z,129431,84966,31662,116628,0.901082430020629
21,Odisha,2018-07-01T00:00:00Z,205957,126142,50495,176637,0.857640187029331
22,Chhattisgarh,2018-07-01T00:00:00Z,99303,60697,29630,90327,0.909609981571554
23,Madhya Pradesh,2018-07-01T00:00:00Z,325000,224045,76102,300147,0.923529230769231
24,Gujarat,2018-07-01T00:00:00Z,811485,613437,138430,751867,0.926532221790914
25,Daman and Diu,2018-07-01T00:00:00Z,5745,3960,1390,5350,0.93124456048738
26,Dadra and Nagar Haveli,2018-07-01T00:00:00Z,7598,5003,2001,7004,0.921821531982101
27,Maharashtra,2018-07-01T00:00:00Z,1304709,858057,303521,1161578,0.890296610201968
29,Karnataka,2018-07-01T00:00:00Z,663657,444551,133581,578132,0.871130719633787
30,Goa,2018-07-01T00:00:00Z,29813,18214,8642,26856,0.900815080669507
31,Lakshadweep,2018-07-01T00:00:00Z,279,60,116,176,0.630824372759857
32,Kerala,2018-07-01T00:00:00Z,267922,146964,102642,249606,0.931636819671397
33,Tamil Nadu,2018-07-01T00:00:00Z,868359,547547,171728,719275,0.828315247495564
34,Puducherry,2018-07-01T00:00:00Z,19929,12401,4547,16948,0.850418987405289
35,Andaman and Nicobar Islands,2018-07-01T00:00:00Z,4602,1463,2006,3469,0.753802694480661
36,Telangana,2018-07-01T00:00:00Z,288291,172595,79776,252371,0.87540367198421
37,Andhra Pradesh,2018-07-01T00:00:00Z,256692,171406,50449,221855,0.86428482383557
38,Ladakh,2018-07-01T00:00:00Z,,,,0,
97,Other Territory,2018-07-01T00:00:00Z,62,44,9,53,0.854838709677419
1,Jammu and Kashmir,2018-08-01T00:00:00Z,80214,47009,25858,72867,0.908407509910988
2,Himachal Pradesh,2018-08-01T00:00:00Z,78385,48848,22526,71374,0.910556866747464
3,Punjab,2018-08-01T00:00:00Z,289432,212773,56370,269143,0.929900632963874
4,Chandigarh,2018-08-01T00:00:00Z,27027,18479,6798,25277,0.935249935249935
5,Uttarakhand,2018-08-01T00:00:00Z,122691,68074,37328,105402,0.859085018461012
6,Haryana,2018-08-01T00:00:00Z,396878,244035,109792,353827,0.891525859332087
7,Delhi,2018-08-01T00:00:00Z,676767,394582,197136,591718,0.874330456420009
8,Rajasthan,2018-08-01T00:00:00Z,515229,319734,145517,465251,0.902998472523868
9,Uttar Pradesh,2018-08-01T00:00:00Z,1044299,676291,254575,930866,0.891378810091746
10,Bihar,2018-08-01T00:00:00Z,271330,144832,90212,235044,0.866266170346073
11,Sikkim,2018-08-01T00:00:00Z,5413,2892,2013,4905,0.906151856641419
12,Arunachal Pradesh,2018-08-01T00:00:00Z,9390,2915,4725,7640,0.813631522896699
13,Nagaland,2018-08-01T00:00:00Z,5760,2104,2573,4677,0.811979166666667
14,Manipur,2018-08-01T00:00:00Z,9887,3715,3666,7381,0.746535855163346
15,Mizoram,2018-08-01T00:00:00Z,4739,2069,1644,3713,0.783498628402617
16,Tripura,2018-08-01T00:00:00Z,20636,11878,6407,18285,0.886072882341539
17,Meghalaya,2018-08-01T00:00:00Z,22076,11601,7008,18609,0.842951621670593
18,Assam,2018-08-01T00:00:00Z,142710,58301,56000,114301,0.800931959918716
19,West Bengal,2018-08-01T00:00:00Z,529985,329185,154192,483377,0.912057888430805
20,Jharkhand,2018-08-01T00:00:00Z,131933,76030,42463,118493,0.898130111495987
21,Odisha,2018-08-01T00:00:00Z,211137,109068,71095,180163,0.853299042801593
22,Chhattisgarh,2018-08-01T00:00:00Z,100790,51304,40157,91461,0.907441214406191
23,Madhya Pradesh,2018-08-01T00:00:00Z,327986,196206,107871,304077,0.92710359588519
24,Gujarat,2018-08-01T00:00:00Z,819064,556651,204461,761112,0.929246066241466
25,Daman and Diu,2018-08-01T00:00:00Z,5805,3362,2040,5402,0.930577088716624
26,Dadra and Nagar Haveli,2018-08-01T00:00:00Z,7702,4320,2756,7076,0.918722409763698
27,Maharashtra,2018-08-01T00:00:00Z,1322652,728353,444910,1173263,0.887053435068333
29,Karnataka,2018-08-01T00:00:00Z,677316,402088,185231,587319,0.867127013092855
30,Goa,2018-08-01T00:00:00Z,30274,15660,11549,27209,0.898758010173747
31,Lakshadweep,2018-08-01T00:00:00Z,280,59,116,175,0.625
32,Kerala,2018-08-01T00:00:00Z,271146,107133,145060,252193,0.930100388720468
33,Tamil Nadu,2018-08-01T00:00:00Z,879806,497659,229867,727526,0.826916388385621
34,Puducherry,2018-08-01T00:00:00Z,20172,10882,6189,17071,0.846272060281578
35,Andaman and Nicobar Islands,2018-08-01T00:00:00Z,4626,1167,2323,3490,0.754431474275832
36,Telangana,2018-08-01T00:00:00Z,293969,144053,112574,256627,0.87297300055448
37,Andhra Pradesh,2018-08-01T00:00:00Z,257705,146891,78552,225443,0.874810345162104
38,Ladakh,2018-08-01T00:00:00Z,,,,0,
97,Other Territory,2018-08-01T00:00:00Z,62,37,15,52,0.838709677419355
1,Jammu and Kashmir,2018-09-01T00:00:00Z,81069,50507,23192,73699,0.909089787711702
2,Himachal Pradesh,2018-09-01T00:00:00Z,79070,54882,17328,72210,0.913241431642848
3,Punjab,2018-09-01T00:00:00Z,289976,228333,42491,270824,0.933953154743841
4,Chandigarh,2018-09-01T00:00:00Z,27051,20876,4559,25435,0.940260988503198
5,Uttarakhand,2018-09-01T00:00:00Z,122477,76925,29747,106672,0.870955363047756
6,Haryana,2018-09-01T00:00:00Z,399083,278671,79598,358269,0.897730547279639
7,Delhi,2018-09-01T00:00:00Z,674957,441412,155655,597067,0.884600056003568
8,Rajasthan,2018-09-01T00:00:00Z,511436,360304,110350,470654,0.920259817455166
9,Uttar Pradesh,2018-09-01T00:00:00Z,1050898,755637,187458,943095,0.897418208046832
10,Bihar,2018-09-01T00:00:00Z,274935,158657,80251,238908,0.868961754596541
11,Sikkim,2018-09-01T00:00:00Z,5567,3198,1866,5064,0.909646128974313
12,Arunachal Pradesh,2018-09-01T00:00:00Z,9574,3382,4380,7762,0.810737413829121
13,Nagaland,2018-09-01T00:00:00Z,5857,2383,2352,4735,0.808434352057367
14,Manipur,2018-09-01T00:00:00Z,9988,4239,3212,7451,0.74599519423308
15,Mizoram,2018-09-01T00:00:00Z,4810,2315,1457,3772,0.784199584199584
16,Tripura,2018-09-01T00:00:00Z,21050,12766,5833,18599,0.883562945368171
17,Meghalaya,2018-09-01T00:00:00Z,22408,12811,6007,18818,0.839789360942521
18,Assam,2018-09-01T00:00:00Z,144015,62978,52705,115683,0.803270492657015
19,West Bengal,2018-09-01T00:00:00Z,536002,355979,132912,488891,0.912106671243764
20,Jharkhand,2018-09-01T00:00:00Z,133208,83320,36529,119849,0.89971323043661
21,Odisha,2018-09-01T00:00:00Z,214949,126293,56755,183048,0.851588051119103
22,Chhattisgarh,2018-09-01T00:00:00Z,101382,59609,32790,92399,0.911394527628179
23,Madhya Pradesh,2018-09-01T00:00:00Z,328946,220025,87637,307662,0.935296370832903
24,Gujarat,2018-09-01T00:00:00Z,823883,614476,153420,767896,0.932044962694946
25,Daman and Diu,2018-09-01T00:00:00Z,5864,3886,1554,5440,0.927694406548431
26,Dadra and Nagar Haveli,2018-09-01T00:00:00Z,7783,5028,2101,7129,0.915970705383528
27,Maharashtra,2018-09-01T00:00:00Z,1322160,847451,336074,1183525,0.895145065650148
29,Karnataka,2018-09-01T00:00:00Z,682420,444087,150797,594884,0.87172708888954
30,Goa,2018-09-01T00:00:00Z,30576,18211,9261,27472,0.898482469911041
31,Lakshadweep,2018-09-01T00:00:00Z,281,66,111,177,0.629893238434164
32,Kerala,2018-09-01T00:00:00Z,273181,167335,87398,254733,0.932469681273588
33,Tamil Nadu,2018-09-01T00:00:00Z,882248,548063,187211,735274,0.833409653521459
34,Puducherry,2018-09-01T00:00:00Z,20242,12663,4523,17186,0.849026776010276
35,Andaman and Nicobar Islands,2018-09-01T00:00:00Z,4663,1379,2131,3510,0.752734291228823
36,Telangana,2018-09-01T00:00:00Z,298180,170367,90060,260427,0.8733885572473
37,Andhra Pradesh,2018-09-01T00:00:00Z,256988,160692,67719,228411,0.888800255264837
38,Ladakh,2018-09-01T00:00:00Z,,,,0,
97,Other Territory,2018-09-01T00:00:00Z,62,48,3,51,0.82258064516129
1,Jammu and Kashmir,2018-10-01T00:00:00Z,82347,48213,26439,74652,0.906553972822325
2,Himachal Pradesh,2018-10-01T00:00:00Z,80106,52335,21084,73419,0.91652310688338
3,Punjab,2018-10-01T00:00:00Z,291913,216623,56459,273082,0.935491053841384
4,Chandigarh,2018-10-01T00:00:00Z,27070,19409,6281,25690,0.949021056520133
5,Uttarakhand,2018-10-01T00:00:00Z,123042,69251,38753,108004,0.877781570520635
6,Haryana,2018-10-01T00:00:00Z,405863,255866,106410,362276,0.89260661848949
7,Delhi,2018-10-01T00:00:00Z,682591,400791,200946,601737,0.88154839428003
8,Rajasthan,2018-10-01T00:00:00Z,520284,331550,143314,474864,0.912701524551976
9,Uttar Pradesh,2018-10-01T00:00:00Z,1062525,701749,256092,957841,0.901476200559987
10,Bihar,2018-10-01T00:00:00Z,280869,143889,99922,243811,0.868059486807017
11,Sikkim,2018-10-01T00:00:00Z,5796,3006,2247,5253,0.906314699792961
12,Arunachal Pradesh,2018-10-01T00:00:00Z,9762,3097,4785,7882,0.807416513009629
13,Nagaland,2018-10-01T00:00:00Z,5986,2160,2671,4831,0.807049782826595
14,Manipur,2018-10-01T00:00:00Z,10094,3756,3779,7535,0.746483059243115
15,Mizoram,2018-10-01T00:00:00Z,4912,2112,1763,3875,0.788884364820847
16,Tripura,2018-10-01T00:00:00Z,21400,12608,6224,18832,0.88
17,Meghalaya,2018-10-01T00:00:00Z,22678,12112,6828,18940,0.835170649969133
18,Assam,2018-10-01T00:00:00Z,146365,60479,56498,116977,0.799214293034537
19,West Bengal,2018-10-01T00:00:00Z,543072,345509,148506,494015,0.909667594720405
20,Jharkhand,2018-10-01T00:00:00Z,135208,77173,44525,121698,0.900079876930359
21,Odisha,2018-10-01T00:00:00Z,218841,120935,65109,186044,0.850133201730937
