state_code,state_name,YEAR,MONTH,no_suppliers_intra_state,no_eway_bills_intra_state,asset_value_intra_state,no_suppliers_inter_state_outward,no_eway_bills_inter_state_outward,asset_value_inter_state_outward,no_suppliers_inter_state_inward,no_eway_bills_inter_state_inward,asset_value_inter_state_inward
31,LAKSHADWEEP,2021,12,1,1,0.125,1,1,0.0076,50,516,8.1449
32,KERALA,2021,12,43252,1698465,24392.5712,15860,181887,9062.8901,56977,749505,21181.6494
33,TAMIL NADU,2021,12,90950,4646992,95930.0444,72404,2303465,238639.1252,117760,2033457,89575.698
34,PUDUCHERRY,2021,12,1045,40672,2157.1303,1892,109330,4006.1413,5610,110341,3477.6939
35,ANDAMAN AND NICOBAR,2021,12,34,845,19.6422,56,208,18.4157,1106,12179,274.303
36,TELANGANA,2021,12,44588,2194211,40103.2847,33717,785687,37051.1898,65277,1269409,43125.1696
37,ANDHRA PRADESH,2021,12,35639,1720658,30564.7746,22152,461005,38156.105,75983,1126532,39439.0644
38,LADAKH,2021,12,34,356,11.3846,35,90,4.7653,548,2638,88.479
97,Other Territory,2021,12,7,91,31.768,25,4762,643.0645,282,11916,2309.6091
1,JAMMU AND KASHMIR,2021,11,5503,192641,3171.099,3224,35904,2264.9391,18882,196818,5918.6846
2,HIMACHAL PRADESH,2021,11,8117,248793,5391.5771,5172,246298,10953.1616,21978,290558,10190.3327
3,PUNJAB,2021,11,64354,1600487,40604.5328,50765,1049479,28918.367,65997,824325,29628.7865
4,CHANDIGARH,2021,11,2117,28474,402.4484,4872,73538,1520.5282,8160,114546,2505.0032
5,UTTARAKHAND,2021,11,11974,528324,9445.5457,8349,313379,16257.3251,25678,428497,14017.5716
6,HARYANA,2021,11,68831,2419705,50807.9022,60173,2844805,67749.3515,96221,1742877,65515.158
7,DELHI,2021,11,65023,876700,32923.8878,119621,1543722,41398.8646,117057,1615191,46818.4477
8,RAJASTHAN,2021,11,58658,1250276,35443.0228,47567,1194225,36440.2919,94717,1168936,45452.8303
9,UTTAR PRADESH,2021,11,117577,3296765,71842.4051,79037,1427804,57634.6206,179931,2306905,77894.9844
10,BIHAR,2021,11,6941,391200,8294.2573,6544,68656,2794.6768,51955,578157,15539.1551
11,SIKKIM,2021,11,123,4568,87.9064,178,6727,2775.6613,1819,34385,1154.193
12,ARUNACHAL PRADESH,2021,11,141,2391,49.5868,232,1840,142.5227,3001,33168,672.7975
13,NAGALAND,2021,11,118,1481,57.5901,262,3437,114.2877,2614,32755,594.4388
14,MANIPUR,2021,11,81,3246,87.9043,104,564,16.325,2802,42454,779.1504
15,MIZORAM,2021,11,65,891,16.523,69,320,12.022,2028,33251,548.967
16,TRIPURA,2021,11,1406,35747,847.0307,436,2956,413.4565,4350,39793,946.7392
17,MEGHALAYA,2021,11,431,12553,286.2198,448,30109,705.2929,3653,48330,1007.9012
18,ASSAM,2021,11,11912,461840,8515.5364,9744,214625,7227.9657,25796,302998,10735.6334
19,WEST BENGAL,2021,11,42412,1728193,45917.9004,38629,809091,37217.0549,61663,1025068,43055.6923
20,JHARKHAND,2021,11,8969,463788,11360.0087,6932,193845,14522.6141,24988,368452,14447.7511
21,ODISHA,2021,11,14599,823113,19754.3906,6097,251174,28913.4424,31504,388844,18236.8765
22,CHHATTISGARH,2021,11,5127,195823,7264.1133,7370,139587,15913.9696,22749,337780,13881.2546
23,MADHYA PRADESH,2021,11,17514,475174,11573.4139,19113,388303,21977.147,68961,814104,29477.4654
24,GUJARAT,2021,11,134688,3369975,112635.7108,122359,3262419,111332.4919,124739,1532927,93051.696
25,DAMAN AND DIU,2021,11,0,0,0,4,8,0.1017,11,51,1.026
26,DADRA AND NAGAR HAVELI,2021,11,2677,106241,4590.0786,3608,350605,15033.1749,5081,163185,13666.9946
27,MAHARASHTRA,2021,11,130499,5718872,147135.9064,105321,3467344,132832.0986,186112,2480471,129073.0332
29,KARNATAKA,2021,11,96142,3745725,68618.0226,48081,1740557,59731.1896,104342,1639117,61477.2285
30,GOA,2021,11,1788,89345,1553.6765,1586,60092,4304.6345,7366,110439,4451.1524
31,LAKSHADWEEP,2021,11,1,1,0.0607,1,2,0.0401,44,407,9.0923
32,KERALA,2021,11,41531,1519401,22010.4298,14777,165479,9171.694,52713,636386,19024.8571
33,TAMIL NADU,2021,11,80467,3699416,75733.2646,65017,1959609,70518.4584,102457,1552372,72351.905
34,PUDUCHERRY,2021,11,922,32176,1773.3579,1771,98411,3332.1197,4869,87642,3049.567
35,ANDAMAN AND NICOBAR,2021,11,32,933,23.1475,58,212,22.6393,1006,9888,221.3933
36,TELANGANA,2021,11,41776,1979293,35649.1548,31294,706501,31239.4799,60411,1024991,36565.738
37,ANDHRA PRADESH,2021,11,32629,1457072,26005.5766,20110,380817,37266.6712,68365,898562,32976.4924
38,LADAKH,2021,11,34,487,16.9001,62,304,25.3406,1131,8471,234.8646
97,Other Territory,2021,11,6,71,196.9426,23,2170,564.4147,234,8878,2184.3341
1,JAMMU AND KASHMIR,2021,10,5516,199759,3255.8152,3405,42272,2640.3311,18924,197750,4922.9078
2,HIMACHAL PRADESH,2021,10,8532,308925,6310.8089,5404,296824,12908.7944,24054,310667,9141.1173
3,PUNJAB,2021,10,67839,1895588,47739.859,53016,1238940,33538.3936,63914,727859,25272.7453
4,CHANDIGARH,2021,10,2280,32068,500.6394,5142,90592,1805.222,8427,121673,2496.1991
5,UTTARAKHAND,2021,10,12506,638026,10995.417,8668,357968,18598.1637,27015,406557,11738.4471
6,HARYANA,2021,10,71701,2834185,59571.8367,63727,3533187,78453.0399,96387,1534744,59131.0178
7,DELHI,2021,10,69390,1078026,38564.1564,127272,1926991,49799.1689,112329,1460403,42392.6394
8,RAJASTHAN,2021,10,65044,1591345,41921.4086,51728,1571296,41748.028,68364,810221,31921.8813
9,UTTAR PRADESH,2021,10,123952,3913517,85060.0052,84405,1723505,70149.2148,168420,1923172,69268.7634
10,BIHAR,2021,10,7388,454545,9588.7079,6908,77636,3274.0182,50593,466418,12928.3381
11,SIKKIM,2021,10,127,3563,68.8649,163,5916,2375.1024,1661,23528,679.6547
12,ARUNACHAL PRADESH,2021,10,143,2184,44.7575,240,1877,146.1498,2968,32227,626.1574
13,NAGALAND,2021,10,124,1875,59.1317,269,3727,121.2061,2592,31383,541.8195
14,MANIPUR,2021,10,78,4331,82.6878,108,590,19.6863,2762,44207,791.9791
15,MIZORAM,2021,10,62,932,19.4279,63,309,13.6314,1855,28145,467.8914
16,TRIPURA,2021,10,1336,30718,732.2435,405,2632,307.3589,3887,33268,767.3705
17,MEGHALAYA,2021,10,349,12193,273.8173,425,28920,646.2046,3477,41528,861.6
18,ASSAM,2021,10,11763,467495,8748.8459,9615,209537,7077.9509,23110,255188,7793.989
19,WEST BENGAL,2021,10,40299,1610370,45399.2324,38720,868082,36193.7091,45888,594266,29728.6083
20,JHARKHAND,2021,10,9360,536456,13319.2503,7325,214995,15665.9707,23883,281398,10970.1136
21,ODISHA,2021,10,14511,869673,20269.392,6205,228051,26539.6977,27329,278420,12591.165
22,CHHATTISGARH,2021,10,5523,221704,8593.1082,7819,150313,16217.7479,17782,225523,10088.8161
23,MADHYA PRADESH,2021,10,56,6138,29.2325,1134,11308,495.9218,51142,457220,15539.3854
24,GUJARAT,2021,10,114,9427,52.8706,6763,25825,681.5259,84097,799903,31230.2666
25,DAMAN AND DIU,2021,10,0,0,0,0,0,0,10,22,0.3834
26,DADRA AND NAGAR HAVELI,2021,10,1,1,0.012,192,666,13.0864,1487,16749,1420.6301
27,MAHARASHTRA,2021,10,349,44085,247.8793,6572,66051,1455.7943,120621,1515661,54596.895
29,KARNATAKA,2021,10,98136,4108703,75330.6503,49998,2119615,65248.2119,58626,762042,38640.0952
30,GOA,2021,10,1805,92711,1469.7688,1622,67254,4867.6052,4442,47378,6198.7368
31,LAKSHADWEEP,2021,10,0,0,0,1,1,0.0041,7,77,7.6486
32,KERALA,2021,10,10,873,7.4542,355,2143,54.9381,26811,249302,7685.5815
33,TAMIL NADU,2021,10,132,12288,73.3812,3948,21201,784.5818,78560,1110182,33556.1464
34,PUDUCHERRY,2021,10,1,1,0.0125,43,171,5.9391,1928,20528,610.611
35,ANDAMAN AND NICOBAR,2021,10,30,778,16.803,59,246,29.5077,550,3959,101.9241
36,TELANGANA,2021,10,40897,2016587,37879.831,31300,735279,31325.2349,44151,598924,29186.0996
37,ANDHRA PRADESH,2021,10,32761,1642252,29858.8859,21152,441339,36140.1312,56071,565860,24514.193
38,LADAKH,2021,10,31,748,21.5876,57,338,20.0273,1342,13362,388.6486
97,Other Territory,2021,10,0,0,0,6,605,279.6658,191,4730,651.3204
1,JAMMU AND KASHMIR,2021,9,5404,203446,3199.1262,3266,40852,2646.0873,19535,233276,6488.6768
2,HIMACHAL PRADESH,2021,9,8159,291231,6032.122,5303,292209,12983.0696,22603,343290,11163.8757
3,PUNJAB,2021,9,64323,1757060,42600.7008,50693,1106372,31533.8079,68955,967816,31236.0787
4,CHANDIGARH,2021,9,2178,29135,456.135,4953,84421,1652.3449,8356,128179,2842.2704
5,UTTARAKHAND,2021,9,12022,611143,10126.5418,8452,354689,17771.3642,26215,479162,14619.2432
6,HARYANA,2021,9,69204,2570888,53616.9171,61724,3351377,72990.2678,99343,2018327,74883.5112
7,DELHI,2021,9,67808,1000602,36709.1526,125700,1795266,46965.4342,122982,1826010,53024.1232
8,RAJASTHAN,2021,9,61458,1387494,36272.8891,50279,1382992,38225.5479,97471,1323777,51035.4783
9,UTTAR PRADESH,2021,9,117313,3417451,76221.1266,81555,1595130,68298.1296,184886,2626922,82554.0931
10,BIHAR,2021,9,7280,449083,8976.4154,7215,77174,3176.2408,55968,755464,17270.3011
11,SIKKIM,2021,9,148,4329,120.5225,190,7205,2862.5692,1824,33765,967.5869
12,ARUNACHAL PRADESH,2021,9,151,2182,46.5687,234,1825,121.0209,3029,33893,612.6127
13,NAGALAND,2021,9,98,1632,61.8362,262,3185,105.5719,2606,33309,569.5071
14,MANIPUR,2021,9,71,3564,75.2906,109,441,21.9284,2768,45196,824.8535
15,MIZORAM,2021,9,62,931,18.7933,61,333,27.9189,1845,27899,466.0478
16,TRIPURA,2021,9,1353,32060,672.876,443,2603,314.3564,4632,43625,918.8637
17,MEGHALAYA,2021,9,354,12944,276.0989,437,27257,572.1419,3554,42253,868.3672
18,ASSAM,2021,9,11808,470561,8642.4242,9853,210939,7384.8038,26301,372000,11079.8298
19,WEST BENGAL,2021,9,42352,1698601,46779.4227,39951,869600,36406.2808,63969,1342535,45683.3357
20,JHARKHAND,2021,9,9107,477102,11191.0279,7325,201864,14813.5562,26455,409957,13288.4838
21,ODISHA,2021,9,14270,766578,18341.7495,6074,188855,24513.7028,31382,411738,16982.5982
22,CHHATTISGARH,2021,9,5241,196287,7191.5445,7685,144200,15490.8046,24855,383549,13268.7599
23,MADHYA PRADESH,2021,9,17458,523381,11111.4082,20162,430466,22192.8636,71585,867453,28818.7438
24,GUJARAT,2021,9,139970,3876828,114100.5689,131002,4349192,116974.1975,133491,1766903,89028.3098
25,DAMAN AND DIU,2021,9,0,0,0,3,6,0.0672,10,76,1.3513
26,DADRA AND NAGAR HAVELI,2021,9,2801,122290,4759.4312,3712,430119,16602.0433,5265,176751,13241.4378
27,MAHARASHTRA,2021,9,131370,5989949,152467.291,108716,4176599,142733.0627,196529,2865495,138242.0214
29,KARNATAKA,2021,9,97414,4098775,76214.106,49735,2092764,65147.6034,110692,2028976,71521.6805
30,GOA,2021,9,1731,80038,1298.2109,1625,64404,4650.0134,6929,104339,3925.962
31,LAKSHADWEEP,2021,9,0,0,0,1,4,0.2185,39,309,8.9803
32,KERALA,2021,9,39554,1443856,21618.7295,14802,179485,8874.9286,51846,617813,18623.4132
33,TAMIL NADU,2021,9,86412,4385589,90513.9898,69324,2290813,87071.6268,116214,2223044,80169.0324
34,PUDUCHERRY,2021,9,970,39396,2050.5437,1865,106792,3873.8645,5440,111235,3216.638
35,ANDAMAN AND NICOBAR,2021,9,32,840,15.9608,56,283,29.1529,1053,10676,227.977
36,TELANGANA,2021,9,40408,1964832,35839.3746,30873,728954,30532.4246,62136,1258414,44463.9045
37,ANDHRA PRADESH,2021,9,31872,1578577,28627.9644,20771,422702,33404.2894,70268,895023,36639.743
38,LADAKH,2021,9,37,788,19.5432,50,303,23.2862,1269,14352,361.3793
97,Other Territory,2021,9,4,83,23.372,22,2627,644.4133,234,10437,1811.7696
1,JAMMU AND KASHMIR,2021,8,5279,193388,3233.205,3224,40280,2732.5348,18925,208759,6263.2156
2,HIMACHAL PRADESH,2021,8,8008,275627,5913.0053,5108,273439,12294.325,21302,319246,10452.4662
3,PUNJAB,2021,8,62671,1730862,42100.5924,48415,975666,29465.9274,66822,901092,30317.0771
4,CHANDIGARH,2021,8,2108,29208,423.8633,4917,80517,1578.2581,8137,120712,2633.7651
5,UTTARAKHAND,2021,8,11607,546907,9246.7292,8189,331105,16799.3317,24200,435654,13652.1554
6,HARYANA,2021,8,67030,2540049,51582.215,60403,3050391,69793.7645,96474,1900989,67765.603
7,DELHI,2021,8,64629,922959,32910.1018,120168,1577714,42319.5961,118340,1610009,46869.8959
8,RAJASTHAN,2021,8,61706,1394129,36419.5152,49251,1321064,37807.09,95580,1242097,50537.8717
9,UTTAR PRADESH,2021,8,112525,3270577,73635.2366,78314,1435791,61406.1393,173527,2242040,78726.1745
10,BIHAR,2021,8,6945,423837,8330.5734,6877,71945,3086.2609,51153,628465,15581.2107
11,SIKKIM,2021,8,127,3871,79.6543,171,6650,2789.3792,1604,28475,918.5782
12,ARUNACHAL PRADESH,2021,8,133,1919,38.5407,205,1646,105.2317,2811,29782,561.8858
13,NAGALAND,2021,8,103,1928,58.3741,242,2617,100.3697,2481,34470,575.7469
14,MANIPUR,2021,8,70,3630,61.2388,91,544,35.3893,2502,37962,707.3079
15,MIZORAM,2021,8,71,754,18.012,77,316,27.4146,1695,25125,436.4987
16,TRIPURA,2021,8,1324,29843,588.9139,410,2452,263.7553,4294,41963,854.3891
17,MEGHALAYA,2021,8,313,9543,199.7708,407,24315,551.266,3146,35242,803.9249
18,ASSAM,2021,8,11606,445563,8370.3156,9306,200225,7032.5814,23589,292795,9658.8832
19,WEST BENGAL,2021,8,41799,1686656,45583.5336,39227,792136,35675.7913,61989,1235531,42780.2351
20,JHARKHAND,2021,8,8822,468263,10759.837,7168,192749,14705.8414,25132,369297,12837.4282
21,ODISHA,2021,8,14554,814266,19850.0056,6116,220426,26800.8148,31932,397051,16600.4227
22,CHHATTISGARH,2021,8,5245,225467,7485.3451,7647,150554,15483.2343,23979,416521,13352.467
23,MADHYA PRADESH,2021,8,16863,499841,10856.2636,19335,392524,21427.0312,68184,876552,27998.7133
24,GUJARAT,2021,8,139743,3863144,111580.7487,130132,4067787,115395.8398,131709,1796707,84289.663
25,DAMAN AND DIU,2021,8,0,0,0,2,9,1.0701,17,97,1.3391
26,DADRA AND NAGAR HAVELI,2021,8,2756,121566,4525.4629,3706,431878,16767.4338,5154,176997,12713.0259
27,MAHARASHTRA,2021,8,130584,6099041,152346.019,107203,3799156,137860.5135,193890,2744936,128329.4668
29,KARNATAKA,2021,8,96774,4089558,72928.506,49558,1936844,60895.268,110179,1894562,65712.1211
30,GOA,2021,8,1788,87686,1481.9462,1628,67388,4920.9395,7051,116120,4367.9149
31,LAKSHADWEEP,2021,8,1,2,0.1085,1,2,0.0844,28,224,2.2708
32,KERALA,2021,8,39422,1508376,22707.3843,14282,169328,8174.5953,52063,640984,19275.0749
33,TAMIL NADU,2021,8,85426,4427840,88904.8547,69897,2267021,79919.6386,112188,1898826,74394.1609
34,PUDUCHERRY,2021,8,996,39445,1581.6056,1868,107713,3484.4073,5369,105394,3420.8016
35,ANDAMAN AND NICOBAR,2021,8,36,932,18.4135,69,344,43.9949,964,9867,199.8758
36,TELANGANA,2021,8,40021,2010469,35710.1728,30881,727536,29315.0667,61917,1182907,41610.3
37,ANDHRA PRADESH,2021,8,31969,1565861,28576.5925,20690,425020,33463.8845,71282,936578,34307.8668
38,LADAKH,2021,8,38,785,18.1483,37,273,11.4217,1265,13718,338.8329
97,Other Territory,2021,8,4,103,408.0174,26,2895,820.4093,218,9895,2051.2548
1,JAMMU AND KASHMIR,2021,7,5087,186560,3155.0245,3006,39266,2981.0653,18758,212018,6394.5482
2,HIMACHAL PRADESH,2021,7,7917,274049,5899.8551,5148,271891,12327.8007,21731,320921,10306.6466
3,PUNJAB,2021,7,61402,1648754,38200.7742,47191,880455,27674.2453,66822,875302,29520.9735
4,CHANDIGARH,2021,7,2092,29904,437.8643,4875,80671,1576.7894,8004,118515,2655.4059
5,UTTARAKHAND,2021,7,11502,548884,9448.2851,8175,328444,16790.6211,23801,424732,13523.5641
6,HARYANA,2021,7,66135,2728976,53522.6046,59537,3003009,69317.952,95550,1927953,66373.5707
7,DELHI,2021,7,63721,911390,33658.0315,118624,1513522,41330.4419,116516,1499490,46249.4919
8,RAJASTHAN,2021,7,62396,1455864,36179.0384,49254,1259815,36921.0648,96431,1212097,47926.7357
9,UTTAR PRADESH,2021,7,110556,3311305,71859.966,76643,1364841,59363.5843,171275,2034961,74342.0647
10,BIHAR,2021,7,6885,453842,8778.4044,7051,76128,3185.6735,50778,541641,15287.9628
11,SIKKIM,2021,7,133,3937,70.9396,153,6173,2739.0652,1566,27483,975.1788
12,ARUNACHAL PRADESH,2021,7,143,1973,38.4031,192,1378,84.8636,2679,28476,611.9195
13,NAGALAND,2021,7,97,1319,57.8769,242,1967,91.8253,2285,33387,527.0404
14,MANIPUR,2021,7,58,2414,40.7608,86,443,31.1373,2175,32674,581.8271
15,MIZORAM,2021,7,34,452,7.6341,45,184,18.6254,1540,22239,352.7289
16,TRIPURA,2021,7,1222,25546,534.7262,370,2157,329.8307,3886,34076,795.3584
17,MEGHALAYA,2021,7,312,9911,207.0805,418,24318,515.4879,3085,34927,799.0537
18,ASSAM,2021,7,10764,385822,7368.4634,8851,190912,6766.234,20829,249674,8566.7216
19,WEST BENGAL,2021,7,40453,1603174,43428.6584,37524,722674,34236.3879,58726,1154602,41913.0023
20,JHARKHAND,2021,7,8756,512264,10841.5181,7285,183033,13722.2212,24779,332648,12557.2176
21,ODISHA,2021,7,14399,818876,20385.514,5979,234241,26898.3232,30952,384203,16270.0909
22,CHHATTISGARH,2021,7,5254,228289,7710.1669,7751,150041,15417.1005,23678,372085,13613.203
23,MADHYA PRADESH,2021,7,17077,527883,11663.2205,20047,400962,22366.7029,69795,878683,29211.3977
24,GUJARAT,2021,7,139322,3919057,112498.4677,128253,3465662,110368.0154,130934,1899336,83704.8811
25,DAMAN AND DIU,2021,7,0,0,0,3,5,0.043,11,85,1.366
26,DADRA AND NAGAR HAVELI,2021,7,2745,116985,4385.3034,3659,389070,15844.991,5104,173028,11967.0443
27,MAHARASHTRA,2021,7,125142,5723161,143452.9348,103861,3604279,133612.1772,186615,2604255,122236.0213
29,KARNATAKA,2021,7,93232,3968116,70965.3623,48371,1967649,58951.9255,106858,1751697,62644.0953
30,GOA,2021,7,1646,73140,1516.0179,1509,59832,4407.9348,6440,100099,3757.5656
31,LAKSHADWEEP,2021,7,0,0,0,2,2,0.0482,46,347,4.923
32,KERALA,2021,7,37282,1285586,20040.9941,13731,165568,8919.8674,49628,570769,17641.9211
33,TAMIL NADU,2021,7,82530,4358184,87268.746,68184,2349192,77746.1971,109606,1715172,72117.6425
34,PUDUCHERRY,2021,7,959,38207,1049.3393,1806,102150,3198.0745,5278,101788,2959.8789
35,ANDAMAN AND NICOBAR,2021,7,30,640,14.3593,53,297,23.2635,882,7691,183.8863
36,TELANGANA,2021,7,39142,2015616,35558.2905,30614,728767,29670.108,60864,1201939,40672.3798
37,ANDHRA PRADESH,2021,7,31553,1570930,28071.8464,20511,429532,34433.4019,70061,908946,33326.8676
38,LADAKH,2021,7,31,474,14.301,30,318,11.1391,1232,13413,379.662
97,Other Territory,2021,7,4,122,39.4149,21,2857,599.7498,188,10049,1910.5532
1,JAMMU AND KASHMIR,2021,6,4909,179645,3154.1968,2783,36682,2911.5004,17698,189551,6184.6986
2,HIMACHAL PRADESH,2021,6,7584,250939,5126.6491,4996,247483,11203.6317,20148,279156,9560.7514
3,PUNJAB,2021,6,59816,1586484,37477.2153,44098,752354,25295.3531,65314,799448,27839.8606
4,CHANDIGARH,2021,6,2041,26534,351.758,4705,72964,1463.8635,7639,101442,2391.1899
5,UTTARAKHAND,2021,6,10699,461113,8318.6432,7706,285821,15356.4498,21311,347831,12198.259
6,HARYANA,2021,6,63670,2546109,48372.0639,56809,2541092,61892.3335,92681,1713913,59101.3728
7,DELHI,2021,6,57230,770466,29952.7484,109934,1311575,37568.2786,108014,1234486,41329.1932
8,RAJASTHAN,2021,6,59212,1299581,32821.9856,46057,1080138,32946.3389,87164,945530,38799.5508
9,UTTAR PRADESH,2021,6,106754,3112843,65718.8462,71281,1168945,52004.9448,164584,1880724,66165.0889
10,BIHAR,2021,6,6621,431882,9048.155,6163,66766,2888.8387,49769,556020,14638.3721
11,SIKKIM,2021,6,121,3595,60.1926,133,5470,2689.7811,1353,24773,1049.3853
12,ARUNACHAL PRADESH,2021,6,125,1728,41.0112,165,1149,79.0089,2537,24580,493.5141
13,NAGALAND,2021,6,89,1037,50.6054,185,1241,64.6042,1995,24852,448.7405
14,MANIPUR,2021,6,53,2899,50.2163,73,339,26.0649,2032,30617,560.0104
15,MIZORAM,2021,6,26,514,13.1664,55,179,22.6991,1451,22030,358.973
16,TRIPURA,2021,6,1139,23474,491.3441,321,1818,195.4955,3509,27227,696.8126
17,MEGHALAYA,2021,6,258,7089,174.6865,333,22150,502.9533,2668,28169,693.1861
18,ASSAM,2021,6,10054,350000,6910.3643,8121,163322,5531.7585,19509,206516,7554.5683
19,WEST BENGAL,2021,6,35247,1359803,37262.0385,31996,565733,29364.5183,50955,896071,35462.6532
20,JHARKHAND,2021,6,8230,409406,9868.9781,6606,167759,13077.4556,23068,289555,11913.4676
21,ODISHA,2021,6,12888,797543,19372.7361,5378,235388,26429.0798,26851,301083,14621.4191
22,CHHATTISGARH,2021,6,5250,244195,8424.1075,7400,150642,15132.0445,22435,324320,13626.2972
23,MADHYA PRADESH,2021,6,15972,482641,11041.914,18670,369791,20217.8122,64843,707165,26283.3592
24,GUJARAT,2021,6,133036,3582032,104331.3266,120295,2802738,101167.859,120122,1553922,80006.2973
25,DAMAN AND DIU,2021,6,0,0,0,1,2,0.0263,8,76,1.6216
26,DADRA AND NAGAR HAVELI,2021,6,2623,101314,4059.359,3582,324517,14072.3325,4999,157264,11276.4668
27,MAHARASHTRA,2021,6,118247,5130058,133541.7014,95007,3031412,118551.1174,174262,2292188,114072.987
29,KARNATAKA,2021,6,76837,2972698,55793.6548,39621,1449486,51168.2336,86562,1217330,53158.9036
30,GOA,2021,6,1556,61583,1057.1369,1390,52247,4012.1507,5822,89666,3850.1414
31,LAKSHADWEEP,2021,6,0,0,0,2,2,0.0525,24,221,5.0313
32,KERALA,2021,6,33698,1035300,16520.0409,11235,116207,7029.9252,40474,380710,14520.6937
33,TAMIL NADU,2021,6,67012,3175941,65415.9816,54290,1710210,61010.627,87668,1222006,61789.3748
34,PUDUCHERRY,2021,6,860,30519,1337.2689,1649,82947,3188.2228,4634,78212,2702.3487
35,ANDAMAN AND NICOBAR,2021,6,20,427,15.8864,30,89,14.1429,605,4514,112.9469
36,TELANGANA,2021,6,36315,1743132,32061.5443,28152,639601,29421.057,54897,1007823,36224.9951
37,ANDHRA PRADESH,2021,6,28869,1365012,24180.5453,18215,374330,31198.525,60748,710754,31477.0322
38,LADAKH,2021,6,34,400,22.8813,22,241,8.8159,1078,11400,403.9259
97,Other Territory,2021,6,6,136,52.9566,24,2355,739.6819,180,9281,1998.1034
1,JAMMU AND KASHMIR,2021,5,3664,117635,2445.2191,2056,28256,2552.0411,12446,106195,4659.8325
2,HIMACHAL PRADESH,2021,5,6749,203926,4540.3711,4313,220040,10144.233,14915,211825,8729.1787
3,PUNJAB,2021,5,55508,1281716,31568.7636,34986,520950,21145.4557,53199,616083,23614.0055
4,CHANDIGARH,2021,5,1689,17892,247.7158,4102,59607,1318.1716,6158,70577,1869.4155
5,UTTARAKHAND,2021,5,8866,308178,6788.326,6249,220109,12465.3943,15394,261182,10392.2483
6,HARYANA,2021,5,51869,1583140,31736.2579,44891,1816331,45393.2571,69183,1199702,46529.4575
7,DELHI,2021,5,32506,387048,17334.2125,62577,687913,26011.0835,64732,668223,29364.0878
8,RAJASTHAN,2021,5,44457,812837,24194.2874,33367,673457,25835.6553,56136,560659,28612.285
9,UTTAR PRADESH,2021,5,82199,2263064,51680.2254,50428,774136,39159.5798,117948,1253187,52559.4486
10,BIHAR,2021,5,5525,340056,7221.9934,4410,48623,2503.0338,40063,407577,12184.6608
11,SIKKIM,2021,5,109,3149,52.0486,122,5976,2652.2646,1194,20959,1015.4973
12,ARUNACHAL PRADESH,2021,5,115,1445,30.7022,164,908,63.559,2305,19081,442.5404
13,NAGALAND,2021,5,78,514,38.3682,186,1253,55.2181,1749,18221,402.0238
14,MANIPUR,2021,5,45,2452,54.5186,66,437,23.3418,1776,23016,468.5328
15,MIZORAM,2021,5,29,603,14.5389,40,158,18.1444,1200,15390,267.9644
16,TRIPURA,2021,5,1112,21214,416.2862,304,1669,181.6817,3450,26058,689.9633
17,MEGHALAYA,2021,5,239,5110,138.442,319,23412,501.7002,2149,21311,657.852
18,ASSAM,2021,5,9824,322694,6299.2811,7499,127497,4683.4756,17395,179198,7805.7857
19,WEST BENGAL,2021,5,30788,1122686,30810.2831,26548,400754,24486.0128,41604,680784,30487.2034
20,JHARKHAND,2021,5,7197,313717,8213.2433,5918,163704,12053.2869,17675,223331,9718.9894
21,ODISHA,2021,5,11548,719429,17871.4705,4382,209684,23541.9154,22585,235521,12074.0857
22,CHHATTISGARH,2021,5,4328,172556,7008.616,5944,128815,13666.0318,15959,202974,10840.8057
23,MADHYA PRADESH,2021,5,11429,286367,8120.8672,13776,289261,17349.197,42758,422186,20354.4743
24,GUJARAT,2021,5,115453,2747070,87850.9838,94019,1710317,86014.0393,89210,1120574,68892.9953
25,DAMAN AND DIU,2021,5,0,0,0,3,6,0.0413,5,94,1.3238
26,DADRA AND NAGAR HAVELI,2021,5,2474,89649,3497.4552,3372,270757,12450.614,4440,136538,10062.2657
27,MAHARASHTRA,2021,5,104073,4047626,113583.9713,78729,2379551,100938.9982,132656,1657229,102016.8512
29,KARNATAKA,2021,5,56422,2182293,39285.9341,28705,1112234,38981.2479,63150,864288,42332.3287
30,GOA,2021,5,1330,45458,957.8588,1137,44226,3643.9761,4667,75162,3457.1724
31,LAKSHADWEEP,2021,5,0,0,0,1,1,0.0262,18,159,2.7136
32,KERALA,2021,5,23976,524409,9407.1527,7681,70597,5093.8471,29279,231852,10015.6791
33,TAMIL NADU,2021,5,57252,2359094,47590.3994,42000,1133230,47741.1273,68438,992440,55740.3002
34,PUDUCHERRY,2021,5,736,22681,760.2402,1350,66715,2288.3948,3289,58044,2409.2455
35,ANDAMAN AND NICOBAR,2021,5,24,376,15.6,33,177,14.8023,552,3608,98.4575
36,TELANGANA,2021,5,32175,1441252,26382.3452,23690,534293,24445.1215,44782,813049,31299.8086
37,ANDHRA PRADESH,2021,5,26511,1063148,20839.033,15346,311599,27903.6858,49596,558416,26511.2225
38,LADAKH,2021,5,27,420,16.8985,19,156,3.9796,774,7816,250.1667
97,Other Territory,2021,5,8,175,659.1347,28,2401,710.4528,197,8996,1531.4085
1,JAMMU AND KASHMIR,2021,4,5101,183787,3227.2358,2519,33182,2475.826,18453,197813,6284.5357
2,HIMACHAL PRADESH,2021,4,7967,262751,6042.8619,4984,241188,10768.2989,21525,302548,9605.1339
